week,variant,period_s,value
synthetic_fixed,4h,14400.0,1318.919856137553
synthetic_fixed,4h,7200.0,3136.5931919255913
synthetic_fixed,4h,4800.0,5740.024048972683
synthetic_fixed,4h,3600.0,1524.4053903109432
synthetic_fixed,4h,2880.0,922.0587018152987
synthetic_fixed,4h,2400.0,617.5281388643562
synthetic_fixed,4h,2057.1428571428573,704.040692629776
synthetic_fixed,4h,1800.0,6893.639193299559
synthetic_fixed,4h,1600.0,502.2386434932018
synthetic_fixed,4h,1440.0,291.6415102661315
synthetic_fixed,4h,1309.090909090909,286.43100961518024
synthetic_fixed,4h,1200.0,232.8346435289952
synthetic_fixed,4h,1107.6923076923078,210.88149985693028
synthetic_fixed,4h,1028.5714285714287,194.33461707089762
synthetic_fixed,4h,960.0,187.11889608945566
synthetic_fixed,4h,900.0,167.0537267496075
synthetic_fixed,4h,847.0588235294117,177.38862589002227
synthetic_fixed,4h,800.0,146.6513547975112
synthetic_fixed,4h,757.8947368421052,175.92714542629042
synthetic_fixed,4h,720.0,130.78489757054032
synthetic_fixed,4h,685.7142857142857,193.02781939316176
synthetic_fixed,4h,654.5454545454545,118.07479421279555
synthetic_fixed,4h,626.0869565217391,325.65007528758406
synthetic_fixed,4h,600.0,6870.775349731034
synthetic_fixed,4h,576.0,312.2628841939569
synthetic_fixed,4h,553.8461538461539,98.94768253035951
synthetic_fixed,4h,533.3333333333334,161.45653451594984
synthetic_fixed,4h,514.2857142857143,91.56144778391736
synthetic_fixed,4h,496.55172413793105,125.6870174540895
synthetic_fixed,4h,480.0,85.21328997524043
synthetic_fixed,4h,464.51612903225805,107.20538911325352
synthetic_fixed,4h,450.0,79.69691058610783
synthetic_fixed,4h,436.3636363636364,94.97108181199603
synthetic_fixed,4h,423.52941176470586,74.85762758682569
synthetic_fixed,4h,411.42857142857144,85.87281622686064
synthetic_fixed,4h,400.0,70.57710443549412
synthetic_fixed,4h,389.18918918918916,78.65435785793545
synthetic_fixed,4h,378.9473684210526,66.76321760290638
synthetic_fixed,4h,369.2307692307692,72.69224106465543
synthetic_fixed,4h,360.0,63.343146962044734
synthetic_fixed,4h,351.2195121951219,67.63219646498032
